146 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.3.0.32 , 10.50.23.79 , UDP , 53 , 53363 
103 , 38:2c:4a:2c:53:de , 48:45:20:44:0:9d , IPv4 , 10.50.20.247 , 224.0.0.251 , UDP , 5353 , 5353 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
14794 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
13454 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
25514 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
16134 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
10774 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
10774 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
60 , 10:da:43:1:73:27 , 48:45:20:44:0:9d , Unkwown/Not Supported , 67.1.115.38 , 0.0.0.0 , Unknown/Not Supported , 32768 , 4314 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
12114 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
26854 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
10774 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
167 , 2c:33:61:68:c9:46 , 48:45:20:44:0:9d , IPv4 , 10.50.20.228 , 239.255.255.250 , UDP , 61147 , 1900 
60 , 30:e3:7a:1:f4:50 , 48:45:20:44:0:9d , ARP , 244.80.10.50 , 23.200.0.0 , Unknown/Not Supported , 0 , 0 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
12114 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
10774 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
17474 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
13454 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
9434 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
6921 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
305 , 10:7b:44:2e:f3:d , 48:45:20:44:0:9d , IPv4 , 10.50.23.158 , 10.50.23.255 , UDP , 54915 , 54915 
103 , b0:e2:35:5e:17:7b , 48:45:20:44:0:9d , IPv4 , 10.50.20.226 , 224.0.0.251 , UDP , 5353 , 5353 
103 , b0:e2:35:5e:17:7b , 48:45:20:44:0:9d , IPv4 , 10.50.20.226 , 224.0.0.251 , UDP , 5353 , 5353 
170 , f4:8e:38:f3:d7:bc , 48:45:20:44:0:9d , IPv4 , 10.50.23.23 , 10.50.23.255 , UDP , 58761 , 50007 
363 , 30:e3:7a:1:f4:50 , 48:45:20:44:0:9d , IPv4 , 0.0.0.0 , 255.255.255.255 , UDP , 68 , 67 
90 , 30:e3:7a:1:f4:50 , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 1.72.237.39 , Unknown/Not Supported , 36141 , 18442 
60 , 30:e3:7a:1:f4:50 , 48:45:20:44:0:9d , IPv4 , 10.50.23.200 , 224.0.0.22 , IGMP , 37892 , 0 
90 , 30:e3:7a:1:f4:50 , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 1.72.237.39 , Unknown/Not Supported , 36141 , 18442 
60 , 30:e3:7a:1:f4:50 , 48:45:20:44:0:9d , IPv4 , 10.50.23.200 , 224.0.0.22 , IGMP , 37892 , 0 
90 , 30:e3:7a:1:f4:50 , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 1.72.237.39 , Unknown/Not Supported , 36141 , 18442 
60 , 30:e3:7a:1:f4:50 , 48:45:20:44:0:9d , IPv4 , 10.50.23.200 , 224.0.0.22 , IGMP , 37892 , 0 
90 , 30:e3:7a:1:f4:50 , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 1.72.237.39 , Unknown/Not Supported , 36141 , 18442 
60 , 30:e3:7a:1:f4:50 , 48:45:20:44:0:9d , IPv4 , 10.50.23.200 , 224.0.0.22 , IGMP , 37892 , 0 
95 , 30:e3:7a:1:f4:50 , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 1.72.237.39 , Unknown/Not Supported , 36141 , 18442 
75 , 30:e3:7a:1:f4:50 , 48:45:20:44:0:9d , IPv4 , 10.50.23.200 , 224.0.0.252 , UDP , 49903 , 5355 
103 , 38:2c:4a:2c:53:de , 48:45:20:44:0:9d , IPv4 , 10.50.20.247 , 224.0.0.251 , UDP , 5353 , 5353 
60 , 30:e3:7a:1:f4:50 , 48:45:20:44:0:9d , IPv4 , 10.50.23.200 , 224.0.0.22 , IGMP , 37892 , 0 
90 , 30:e3:7a:1:f4:50 , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 1.72.237.39 , Unknown/Not Supported , 36141 , 18442 
70 , 30:e3:7a:1:f4:50 , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 1.72.237.39 , Unknown/Not Supported , 36141 , 18442 
60 , a0:32:99:4d:8f:7e , 48:45:20:44:0:9d , ARP , 143.126.10.50 , 23.110.0.0 , Unknown/Not Supported , 0 , 0 
63 , 2c:60:c:eb:54:aa , 48:45:20:44:0:9d , IPv4 , 10.50.23.162 , 10.50.23.255 , UDP , 55458 , 32412 
63 , 2c:60:c:eb:54:aa , 48:45:20:44:0:9d , IPv4 , 10.50.23.162 , 10.50.23.255 , UDP , 55459 , 32414 
167 , 38:2c:4a:2c:53:de , 48:45:20:44:0:9d , IPv4 , 10.50.20.247 , 239.255.255.250 , UDP , 41256 , 1900 
305 , 10:7b:44:2e:f3:d , 48:45:20:44:0:9d , IPv4 , 10.50.23.158 , 10.50.23.255 , UDP , 54915 , 54915 
347 , 30:e3:7a:ed:c0:ec , 48:45:20:44:0:9d , IPv4 , 0.0.0.0 , 255.255.255.255 , UDP , 68 , 67 
167 , 38:2c:4a:2c:53:de , 48:45:20:44:0:9d , IPv4 , 10.50.20.247 , 239.255.255.250 , UDP , 41256 , 1900 
82 , 98:40:bb:35:f4:1e , 48:45:20:44:0:9d , IPv4 , 10.50.23.34 , 224.0.0.253 , UDP , 59172 , 3544 
60 , 80:7a:bf:3a:d7:3 , 48:45:20:44:0:9d , IPv4 , 10.50.20.249 , 224.0.0.22 , IGMP , 37892 , 0 
60 , a0:32:99:4d:8f:7e , 48:45:20:44:0:9d , ARP , 143.126.10.50 , 23.110.0.0 , Unknown/Not Supported , 0 , 0 
60 , b0:72:bf:7a:fa:3e , 48:45:20:44:0:9d , ARP , 250.62.10.50 , 20.212.0.0 , Unknown/Not Supported , 0 , 0 
170 , 80:7a:bf:3a:d7:3 , 48:45:20:44:0:9d , IPv4 , 10.50.20.249 , 10.50.23.255 , UDP , 45050 , 1900 
173 , 80:7a:bf:3a:d7:3 , 48:45:20:44:0:9d , IPv4 , 10.50.20.249 , 255.255.255.255 , UDP , 48520 , 1900 
305 , 10:7b:44:2e:f3:d , 48:45:20:44:0:9d , IPv4 , 10.50.23.158 , 10.50.23.255 , UDP , 54915 , 54915 
